cleaned_tweet,tweet,labels
I retard real I sit get mad think daughter ignor I I rememb ai nt,"Im retarded for real, im sitting here getting mad thinking my daughter ignoring me then I remember she aint here.",1
I rick jame bitch show I ya titti,"Im rick james bitch, show me ya titties",1
I sipin hot tea bitch,Im sippin hot tea bitch,1
I smoke good n bitch conceit,Im smoking good n my bitch conceited! --- @JAYREIDOFFICIAL,1
I tire thi dick dyke show fb feed real stud nt fuc nigga bisexu,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,0
I sorri bitch last night,Im sorry but you didn't have to be a bitch last night.,1
I sorri I use shit I worri next bitch,"Im sorry, I use to be on that shit, but im not worried about the next bitch #unbothered #threatenwho",1
I start askin dese hoe nigga get sand pussi,Im start askin dese hoe niggas if they got sand in they pussy....,1
I still go trick treat free munchi bitch,Im still going trick or treating. Thats free munchies bitch,1
I bitch sometim,Im such a bitch sometimes&#128553;&#128553;,1
I tell man roethlisberg get hi record expung becom trash,Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,2
I big pussi come scari stuff,Im the biggest pussy when it comes to scary stuff,1
I man around thi bitch babi check wrist watch,Im the man around this bitch baby check out my wrist watch &#8986;&#128130;,1
I nigah realli wan na ride wit,Im the niggah she really wanna ride wit,1
I thinkin use thi beat yeah I make bitch lol,Im thinkin about using this beat and yeah I made it too bitch lol http://t.co/HTUk4USZJo,1
I tire weak ass man mention telin I whi ok justifi punch woman face shit bitch make,Im tired of all these weak ass men in my mentions tellin me why it is ok or justified to punch a woman in the face. That shit is bitch made.,1
I tire see thi disturb bitch tit,Im tired of seeing this disturbing bitch with 3 tits,1
I tire bitch actin like loyal lol,Im tired of these bitches actin like they loyal lol,1
I tri come back fine ass bitch next lifetim,Im trying to come back as a fine ass bitch next lifetime....,1
I tri take word bitch outa vocabulari hard shit ever,"Im trying to take the word ""bitch"" outta my vocabulary , hardest shit ever",1
I way leagu hoe pleas excus ego,"Im way out of your league hoe, please excuse my ego",1
I wearin one walmart jacket around walmart ghetto lmao fuck,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",1
I wit yo bitch smokin let keep mid I roll thi potent,Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,1
I home tomorrow line bitch I,Ima be home tomorrow so line up a bitch for me,1
I fuck nigga omar weed browni,Ima have to fuck with my nigga Omar about those weed brownies,1
I hypocrit I say I nt fuck hoe day later let hoe play dick mcdonald drive thru love fri,"Ima hypocrite. I'll say ""I dont fuck with hoes"" then 2 days later let a hoe play with my dick in the McDonald's drive thru. Love their fries",1
I kill cay ugh stay last nerv I love funci bitch,Ima kill cay &#128514;&#128557; ugh she stay on my last nerve but I love that's funccy bitch,1
I knock pussi like fight,Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,1
I knock pussi like fight night,Ima knock the pussy out like fight night. &#128074;&#128074;,1
I pull eat pussi dip,Ima pull up eat on that pussy and dip &#128525;,1
I pull eat pussi dip,Ima pull up eat on that pussy and dip...,1
I pull eat pussi n dip,Ima pull up eat on that pussy n dip,1
I shmurda danc pussi hoe,Ima shmurda dance in that pussy hoe !!,1
I side bitch time time I stay place,Ima side bitch from time to time and I stay in my place,1
I spread pussi like acr,Ima spread that pussy out like a acre,1
I start friend zone hoe,Ima start friend zoning these hoes &#128514;&#128514;&#128514;,1
I tear pussi uup,Ima tear that pussy UUUUP,1
I trash fantasi,Ima trash @ForeverMEM85 in fantasy,2
I get home around problem coon leav bar drink shot crown royal think still drive,Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive,1
I knock pussi like fight night,Imma knock the pussy out like fight night,1
I limit associ grade f bitch next year life go I pl got time bs frfr,Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr,1
I treat act act like bitch get treat like bitch,Imma treat you how you act ... If you act like a bitch you'll get treated like a bitch,1
I resolv perfect bitch face,In 2014 I'm resolved to perfect my bitch face.,1
hope recruit woman isi open jihadi finish school,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw",1
movi everybodi star need co star extra I hate hoe take pride chick,"In a movie, everybody ain't the star... Need Co stars and extras... &#171;@ChanteGooden I hate hoes that take pride in being the other chick&#187;",1
case forgot hoe I sinc dot make dollar work still sleep,"In case you forgot hoe I been up since 4:18 on the dot made 100,000 dollars at work and still haven't slept.",1
class still drunk last night thi broad present chipotl bitch I live,"In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme",1
class tear like bitch,In class tearing up like a bitch,1
da club makin movi I feel like tyler perri fuckin nigga bitch dey like whi I gt marri,In da club makin movies. I feel like tyler perry. Fuckin niggas bitches.dey like why did.i gt married.,1
elementari school I tie girl tetherbal pole tetherbal caus bein bitch,In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.,1
life must ask choos one basic bitch,In life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal,1
year I support nigga bitch kid well gratitud die,In my 25 years I've supported more niggas and bitches and they kids and well.. my gratitude has died.,1
opinion lha spot descript atlanta dumb hoe nigga ratchet broad stupid argument,"In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas, ratchet broads, and stupid arguments.",1
opinion everi bitch gay,In my opinion every bitch gay.,1
order real nica got real nica,In order to be a real nicca you gots to be REAL nicca!,1
news eyelid still spasm put mascara today bitch,"In other news, my eyelid is STILL spasming. Putting on mascara today was a bitch. #wtf",1
word call bitch,In other words call you a bitch.,1
realiti lame nigga corni nigga get bitch bc mani dem nigga nb lol,In reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol,1
redneck land,In redneck land ;) #Tennessee,1
past week paula dean uncl lose job say nigger bullshit,"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",1
word lil debi I bitch,"In the words of lil Debbie ""I'm that bitch""",1
thi updat find lot hardcor cock suck ass pound pussi puls thrill I,"In this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have to&#8230; http://t.co/LVODRmiwIh",1
two month tho hoe,In two months tho hoe,1
yo bitch dm like,In yo bitch dm like.. http://t.co/OuJU8LaXr1,1
n like sunshin blue sky song bird smile front porch perfum ocean wind kiss cheek,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,2
inb eat leav popadom,Inbed eating left over poppadom. #livinthedream,2
includ ya size hoe,Including ya size hoe !,1
ind ju get I hype work I know bitch candac die,Inde jus got me all hype at work!! I knew my bitch Candace ain't die,1
indiana go give nica shit pose win last game,Indiana ain't gone give these niccas shit ... They was posed to win the last game!,1
indiana lose bowl green big ten continu trash,Indiana lost to Bowling Green. Big Ten continues to be trash.,2
indirect ass littl bitch like know fuck number I live,"Indirect ass little bitches, like you know my fucking number and where I live.",1
innov idea unresolv issu relat ho libra,Innovative ideas about an unresolved issue relating to your ho... More for Libra http://t.co/UOoN09K1Dq,1
inspir huge crowd tourist sit watch wild meadow rat trash camera gasp,"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",2
instagram look motherfuck like fuck thi bitch nigga think isss,"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",1
instead call hoe girl support idk I though,"Instead of calling each other hoes, girls should be supporting each other. Idk that's just me though.",1
instead join sport team hoe join twerk team,"Instead of joining sports teams, hoes be joining Twerk Teams.",1
intern law enforc oper disrupt shylock bank malwar pcworld intern law enforcem,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,2
intern law enforc oper disrupt shylock bank malwar pcworld intern law enforcem,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,2
intern law enforc oper disrupt shylock bank malwar pcworld intern law enforcem,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,2
intern polic oper disrupt shylock bank trojan computerworld guardianintern poli,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,2
intern polic oper disrupt shylock bank trojan computerworld guardianintern poli,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,2
ion care fuck hoe,Ion care fuck that hoe &#9996;&#65039;,0
ion even wan na see thi bitch talk bout ill make breakfast,Ion even wanna see this bitch . &#128530; talking bout ill make you breakfast,1
ion fight ai nt pussi heart nigga ion fear nobodi god loos win draw,Ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw,1
ion give fuck ion give fuck ion ion ion give fuck bitch I give fuck anyth,Ion give a fuck ion give a fuck ion ion ion give a fuck bitch I don't give a fuck about you or anything that you do,1
ion get type bad bitch onli thing I like,Ion got no type...... Bad bitches is the only thing that I like,1
ion kno wat kinda spring cloth I get yung nica di year doin da polo di year get ta offset em wit sumthin els,Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,2
ion kno I tonit I ju kno gon end wit I dick first pussi,Ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,1
ion know whi thi bitch insist tell I go idgaf chu bitch like damn,Ion know why this bitch insists on telling me where she be going now. Idgaf about chu bitch like damn.,1
ion like doll face hoe,Ion like doll face hoes,1
ion like ho caus talk mf much ha real butt ugli ass dumb young ass ho,Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho &#128553;&#128074;&#128522;&#128299;&#128591;&#128079;&#128530;&#9996;&#65039;,1
ion pay pussi becaus pussi priceless I go fishin I pisc,"Ion pay for pussy, because her pussy priceless.. I go fishin in it and I ain't a Pisces",1
ion trust bitch,Ion trust no bitch!,1
ion get type bad bitch onli thing I like,Ionn got no type bad bitches is the only thing that I like,1
iont care n bitch goin kinda shit thru,Iont care about where a n%a been where a bitch goin or the kinda shit they been thru!!,1
iont get type naw bad bitch onli thing I like,Iont got no type NAW bad bitches is the only thing that I like,1
iont get type bad bitch onli thing I like,Iont got no type bad bitches is the only thing that I like,1
iont see nigga fag,Iont see how some of you niggas fags!!,0
iri bitch let I borrow hi charger,Irie is a bitch for not letting me borrow his charger.,1
irrit read pl bitch abt smthng yet offer shit evid even support slant simpli complain easi part,"Irritating reading ppl bitch abt smthng, yet offer shit for evidence to even support their slant. Simply complaining is the easy part.",1
hillari bird candid via,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,2
hillari bird candid via,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,2
moyl retard lol start felani instead ae rvp pleas come back fergi,Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie #SirAlexFerguson #ManchesterUnited #ManchesterDerby #MUFC,1
wayn bradi gon na choke bitch,Is Wayne Brady gonna have to choke a bitch?,1
wayn bradi gon na smack bitch,Is Wayne Brady gonna have to smack a bitch?,1
yanke good mood today,Is Yankee in a good mood today or what,2
anyth go tonight besid bitch,Is anything going down tonight besides my bitch,1
dare ani color player hockey,Is dare any colored players in hockey?,2
I hick say bung bed,"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",2
weird lick nip,Is it weird licking your own nip?,2
kind hoe nae ok hoe anyway,"Is she my kind of hoe or nae ""@LissetElisa: Its ok you a hoe anyways &#128522;""",1
hawk fuck kind bird,Is that a hawk? What the fuck kind of bird is that?,1
remix fam hoe ai nt lawyer lol god fav chri brown song,Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;,1
remix hoe lawyer lmao fave chri brown song,"Is that the remix? ""@breezyfrmdablok: these hoes ain't lawyers! &#127908;&#128553; lmao my fave Chris Brown song""",1
full moon full forc I talk muzi liber I mood oblig,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,0
loos town ye like visit,Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,2
vend machin around thi bitch I starvin,Is there a vending machine around this bitch im starvin,1
websit deliv expens wine cigar big booti hoe door step,"Is there a website that delivers expensive wine, cigars and big booty hoes to my door step?",1
addit charg pussi listen person problem,Is there an additional charge for the pussy to listen to my personal problems?,1
thi bitch real I heat bruh,Is this bitch for real? I'm heated bruh.,1
thi hoe go dm I back,Is this hoe gone dm me back,1
thi napk bitch retard stupid wtf would request I read bio pretti,Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,1
thi retard bitch realli thi stupid,Is this retarded bitch really this stupid?,1
readi bitch caus hair lay,"Is you ready bitch , cause my hair laid. Yours? @__baabyshaay http://t.co/n0gu5j7dqx",1
islam jihadi run away pakistan,Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,2
isley brother get I alot pussi boy take note,Isley brothers got me alot of pussy boy. Take notes,1
april fool yet jay z trash,It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,2
nothin cut bitch,It ain't nothin to cut a bitch off,1
nothin cut bitch,It ain't nothin to cut that bitch off,1
noth like chase money caus purpos chase hoe vice versa,"It ain't nothing like chasing money cause you have a purpose, but chasing these hoes for what? 
*Vice Versa*",1
noth cut bitch,It ain't nothing to cut that bitch off,1
nun cut bitch,It ain't nunn to cut that bitch off&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;,1
ai nt noth cut bitch k camp,It aint nothing to cut that bitch off- K camp,1
ai nt nufin cut bitch,It aint nuffin to cut that bitch off!!!!,1
ai nt nun cut dat bitch,It aint nun to cut dat bitch off &#128135;&#128299;&#9996;&#65039;,1
ai nt nutin cut bitch whi shit ring tone,It aint nuttin to cut that bitch off......thats why that shit my ring tone &#9995;,1
start bitch,It all started in '95 bitch&#128118;,1
alreadi soak sink amp melt drop shit bitch idgaf linc get catch,"It already Soaked, Sinked, &amp; Melted so dropped that's shit bitch IDGAF linc up or get caught &#128175;",1
zero hoe still go like degre plu tax,It be 30 below zero and hoes still go out like its 90 degrees plus tax,1
good got ta woyk da moanin I da onli color dat woyk cuz color folk lazi live da white guilt,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,2
sound like bitch cop talk radio sound bitch everi singl time ai nt never dude voic,It be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time. It aint never a dude voice,1
bother I ugli girl bad bitch attitud,It bothers me when a ugly girl has a bad bitch attitude.,1
affect kid affect faculti staff work school queer,"It doesn't just affect kids. It affects the faculty, the staff, that work at these schools that are queer.",1
feel awkward play I mean know I root awkward,"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",2
get I mad mexican go mexico like wtf support team bitch,It gets me mad when a Mexicans go against Mexico like wtf support your team bitch,1
happen black pack beat whitey thi make nation news,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",0
fuck retard I say singl thing thi hous without blowback,It is fucking retarded how I can't say a single thing in this house without some blowback.,1
imposs femal player pimp etc call hoe,"It is impossible for females to be players, pimps, etc... They're called hoes",1
make I sad know thi queer street anymor,It makes me sad knowing this queers won't be down the street anymore. @TheOneMiss_Luu @OliviaLuu3 #SadTweet,1
might infect nigga would realli turn pussi bugin,It might be infected &#8220;@CutieNamedKitty: Niggas would really turn that pussy down ? Buggin&#8221;,1
onli worthless bitch like though,It only be y'all worthless bitches that be like that though,1
open cloud part silk gt get room southsid ghetto,It opened up with some clouds parting and with SILK-----&gt;Can we get a room on the southside of the ghetto!,1
pisr I tf I call back half second later nd nt answer bitch ass nigga,It pissrs me tf off when I call you back a half a second later nd you dont answer. You a bitch ass nigga for that,1
proli seem like I flirt iont want none hoe,It prolli seem like I flirt but iont want none of y'all hoes &#128514;,1
realli nothin cut bitch,It really ain't nothin to cut that bitch off,1
realli bad faggot marriag forc upon citizen declar illeg,It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,0
sad bitch wake messi like bitch find anoth career caus thi work u,It sad how bitches wake up being messy like bitch find you another career cause this ain't working out for u &#128553;&#128175;&#128584;&#128513;,1
seem like cori talk indianapoli hoe nb,It seem like Cory talked to 75% of all indianapolis hoes &#128514;&#128514;&#128514; nbs,1
stink thi bitch must pussi ass nigga talkin shit,It stink in this bitch it must be them pussy ass niggas talkin shit,1
stink must pussi ass nigga talkin shit test I,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,0
principl matter bitch,It the principle of the matter bitch! &#128581;,1
sophomor year I learn hoe loyal,It was my sophomore year that I learned these hoes weren't loyal,1
nice unfolow I fag,"It was nice of you to unfollow me, fag",0
would pretti cool I get see time befor I go back hillbilli town,It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,2
wu yo fat ass fill applic work I bitch,"It wus yo fat ass that filled out the application to work there, not me bitch.....",1
bitch,"It's #CampaignSeason, bitch. @MikeofDoom https://t.co/muxtC1fHmH",1
nigga still fuckin hoe go get wife bruh,It's 2014 and y'all niggas still fuckin with these hoes. Go get you a wife bruh #wifingsquad2014,1
degre thi bitch stuff anim wrap around neck,It's 90 degrees and this bitch has a stuffed animal wrapped around her neck #onlyattheducksgame,1
friday bitch,It's Friday bitch!! http://t.co/9Taj2OUsCc,1
karaok night babi hi ho hi ho sing I go voic sound like sandpap hi ho hi ho,It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,2
mr g bitch mr grohl I know,"It's Mrs. G, bitches. That's Mrs. GROHL if I don't know you. #wineprobz",1
octob babe hoe anymor,"It's October babe, you don't have to be a hoe anymore.",1
hoe tonit amp I get shawti wit I,It's Some hoes out here tonite &amp; I got Shawty wit me,1
bob schiefer holiday proud smitten good white guy hick damn everyth everyth,"It's a Bob Schieffer holiday now, he's proud and smitten that he's the ""good white guy,"" hicks be damned! Everything is 1965. Everything.",1
bird plane peter walkin air byer,"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci",2
lil bitch bu stop adida flip flop amp sock I know dem mf soggi fuck,It's a lil bitch at the bus stop with Adidas flip-flops &amp; socks on. I know dem mfs soggy as fuck.,1
lot uncl tom ass nigga,It's a lot of Uncle Tom ass niggas out here.,0
lot fat bitch thi parti I right outfit way much fire function like thi,It's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this,1
matter pure weight ratio five ounc bird carri one pound coconut,It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,2
plane bird nah I lap around dam lol,"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol",2
recess everyth chase pussi never attract,It's a recession on everything RT @cindielu Chasing pussy is never attractive!,1
sad sad day bitch lose sponsor,It's a sad sad day when a bitch loses her sponsor,1
small world hoe make small,It's a small world and hoes make it smaller,1
almost christma charli brown,"It's almost Christmas, Charlie Brown...",2
basic bitch unit around part,It's basic bitches unite around these parts &#128514;,1
beani weather bitch,It's beanie weather bitches &#127744; http://t.co/uy012Hkz9Q,1
minut sinc chill like use I hope pussi still feel like use,It's been a minute since we chilled like we use to. I hope that pussy still feels like it use to.,1
boner sunday bitch,It's boner Sunday bitch,1
bout time I feel like bene hard work woman stripper hoe night judg I,It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night don't judge me &#128175;&#9996;&#65039;&#128514;,1
definit bitch everyth life rule money moral heartbreak,It's definitely a bitch everything in life is ruled by money. Such a moral heartbreak.,1
either get pussi one,It's either your getting pussy Or are one what will it be?,1
fact male brain alway hear high pitch voic woman bitch get mad I realli hear,It's fact that a male brain cannot always hear the high pitched voice of a women.. So bitch don't get mad..I really didn't hear you!!,1
funni femal want call bitch put word bad front happi af,"It's funny how females don't want to be called a ""bitch"" but if you put the word bad in front of it then they're happy af",1
funni girl cri nude ig like bitch whi send nude begin,It's funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with?,1
funni swagot white boy wan na act like balin till come time tip sad ass cracker,"It's funny how these swaggot white boys wanna act like they're Ballin till it comes time to tip.
Sad ass crackers.",1
funni u get black femal mad start act ghetto bitch,It's funny when u get a black female mad they start acting ghetto then a bitch,1
go go go lil bitch,It's going down it's going down it's going down lil bitch.,1
gon na long season yanke thi simul right,It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,2
hard real nigga nigga get bitch tendenc,It's hard being a real nigga when these niggas got bitch tendencies,1
hard get bitch hood suck dick camera swear everybodi know hate light,It's hard getting a bitch from the hood to suck your dick on camera.She swear EVERYBODY knows her....And she hates the light.,1
hilari see chick cri whine song lyric becaus get littl scene fag instead real man,It's hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man &#128514;&#128514;&#128514;,1
hot allergi kill I feel like littl bitch,It's hot and my allergies are killing &#128553; I feel like a little bitch &#128514;,1
iguana thi bitch n er thing,It's iguanas out this bitch n er thing,1
kind funni peopl tell I see I year I like home bitch,"It's kind of funny when people tell me they haven't seen me in years, and where have I been. Like at home bitch",1
lame buy cloth look like real militari cloth wear I make fun star bitch,"It's lame that you can buy clothes that look like real military clothing.
If you wear it I will make fun of you.
You're a 4 star bitch.",1
level bitch fuck nigga caus like red bottom afford nigga get benz ride honda accord,It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord,0
like zero bitch nap gon stick yo side fall,It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;,1
moe monday ten ten ten twenti yo titti bitch,It's moe's monday ten ten ten twenties on yo titties bitch,1
money bitch even though I love ladi,It's money over bitches even though I love ladies,1
main bitch st aye happi birthday babi,It's my main bitches 21st ayyyeeee @nikkiconner13 happy birthday babbbyyy!!,1
man birthday big booti bitch show love,It's my mans @weaselfbaby birthday!!! All the big booty bitches show him some love &#128514;&#8230; http://t.co/xddlyR1APq,1
wonder titanium ankl kill I woo retard winter weather,It's no wonder my titanium ankle is killing me. Woo retarded 'winter' weather! #texas #weather http://t.co/rrKxBwG1u4,1
pear bitch pear,"It's not ""pears"" bitch, it's PEAR.",1
uniqu ghetto hell,"It's not ""unique"" it's ghetto as hell.",1
sin interchang bezel bitch screw back,It's not a sin to have a interchangeable bezel but when that bitch don't screw back on ... #ThatsAProblem,1
often see word disingenu egregi cunt filth one sentenc properli use,"It's not often you see the words ""disingenuous,"" ""egregious,"" and ""cunt filth"" all in one sentence and properly used. #points",1
offici I leav america januari rd see ya bitch februari fun winter I,"It's official. I leave America January 3rd. See ya bitches in February. 

Have fun with winter for me.",1
ok tell nigga trash featur never happen fam,It's ok to tell a nigga he trash and a feature will never happen fam.,1
one thing hoe ratchet hoe bitch pleas take seat gt,"It's one thing to be a hoe, but a ratchet hoe? Bitch please, take a seat --&gt; _/",1
onli I pour pineappl ciroc amp blast thi futur mixtap maximum level becaus bitch I vega,It's only 9:12 AM here but I'm about to pour up some pineapple ciroc &amp; blast this Future mixtape at maximum levels because bitch Im in Vegas,1
onli real bitch I know,It's only a few real bitches I know.,1
b day bitch,It's out b day bitches!!!&#128540;&#128540; @koleworld4 http://t.co/IuKRTw2icw,1
pretti much confirm I good bitch face planet,It's pretty much been confirmed that I have the BEST bitch face on the planet.,1
realli bitch tri make differ someon els intent make point make feel like shit,"It's really a bitch when you're trying to make a difference to someone else, and they intentionally make a point to make you feel like shit.",1
schedul alreadi tho one tweet get make fun,"It's scheduled up already, tho #bitches&gt; #BryanCranston&gt; One tweet and he's got #JoePesci out there making fun of #stolenbases&gt; #BASEBALL",1
scientif prove one cri least onc watch charli st cloud,It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,2
scari hoe anabela everyth I act like I,"It's so scary hoe Annabella does everything I do , she acts just like me &#128514;",1
shadi bitch talk guy w girlfriend disrespect anoth girl,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,0
still spring bitch,It's still Spring bitch,1
still go I gon na start sing caus thi nigga get hoe,It's still going ... I'm gonna start singing cause this nigga got the hoes http://t.co/tBSD5jBjzx,1
stuff like thi make black peopl look retard express stupid,It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfPvICF,2
summer bitch,"It's summer bitches 
&#128139;&#127802;&#127774;&#128132;&#128142; http://t.co/JxqonTfiUq",1
summer bitch,It's summer bitches.,1
st centuri ladi spoil man snotti stuck bitch,It's the 21st century ladies SPOIL YOUR MAN. don't be a snotty stuck up bitch.,1
hillbilli think ever thing way one time one audienc therefor must way alway,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.,2
thi dyke chick cut hair barbershop look like futur,It's this dyke chick cut hair in the barbershop look just like Future,0
thi hoe pic I look get ass pic get son hoe crazi,It's this hoe pics I'm looking at she got her ass out in 20pics then got 5 with her son....these hoes crazy,1
throw throat thursday make ghetto gagler,It's throw it in her throat thursdays so make a ghetto gaggler out of her,1
time mock halftim america bout wake america radic leftist run countri,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w",0
mani hoe tryna act like wifey type,"It's to many hoes 
Tryna act like the
Wifey type.",1
earli talk eat pussi eat ass thi week,It's too early to talk about eating pussy. Who ate ass this week?,1
unbeliev I american refus kill oki mean american weak trash,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,0
weird I miss robertson screwdriv gt ten canadian via,"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost",2
wifey bitch money cuz money noth life blur way go,"It's wifey over bitches, but money's over her, cuz money's under nothing, my life is such a blur, it's not the way it has to go...",1
winter thi bitch,It's winter up this bitch http://t.co/kYYckry6Qk,1
train charli brown,"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials",2
brittani bitch,"Its Brittany, bitch",1
bitch live countri two choic presid fifti choic miss america,Its a bitch living in a country where you have two choices for President and fifty choices for Miss America .....,1
million bad bitch thi world stuc stupid,Its a million bad bitches in this world and you stucc on stupid,1
problem bitch ya well follow I I give ya thi dick win lotteri,"Its a problem, bitch ya better follow me.... I give ya this dick you then won the lottery.....",1
bro ova hoe wifey come befor ya bro,Its bros ova hoes but wifey comes before ya bros,1
cool str I know get wrong bitch I understand,Its cool its str8 i know y'all got the WRONG bitch i understand !,1
crazi hoe ken folk I talk friend famili,Its crazy hoe we all ken folks im talking all my friends is my family,1
feel like wintertim bitch,Its feeling like wintertime bitches,1
funni bitch nag I ju mad ca nt I,"Its funny how bitches nag me, they jus mad they cant have me",1
funni hoe text yo phone day day later boyfriend,Its funny how these hoes will be texting yo phone all day and then 3 days later have a boyfriend &#128514;,1
gorg thi bitch think june someth,Its gorg out! RT @@anggxo: This bitch thinks its june or something @BriiiXO http://t.co/mFVCmym,1
hot fast bitch thigh rub togeth run marathon,Its hotter than a fast bitch thighs rubbing together while she running a marathon,1
like u want I sidelin hoe dat shid nvr fina hapin I well live fuck dat I rather say fuck u,"Its like u want me to be the sideline hoe and dat shid ain't nvr finna happin while I'm well and living fuck dat I rather say fuck
It and u",1
alway good hater sometim stupid bitch,Its not always good to have haters... sometimes you're just a stupid bitch (._. ),1
nt I hate bitch I hate shot,Its nt that i hate that bitch i just hate the shot he do,1
